#Tsamp:	2.000000e-05
#Vscale1:	2.217800e-02
-1.000000e-01	-2.883140e-01
-9.998000e-02	-3.104920e-01
-9.996000e-02	-3.104920e-01
-9.993999e-02	-3.104920e-01
-9.991999e-02	-3.104920e-01
-9.989999e-02	-2.883140e-01
-9.987999e-02	-2.883140e-01
-9.985999e-02	-2.883140e-01
-9.983998e-02	-2.883140e-01
-9.981998e-02	-3.104920e-01
-9.979998e-02	-3.104920e-01
-9.977998e-02	-3.104920e-01
-9.975998e-02	-3.104920e-01
-9.973997e-02	-2.883140e-01
-9.971997e-02	-3.104920e-01
-9.969997e-02	-2.883140e-01
-9.967997e-02	-2.883140e-01
-9.965997e-02	-2.883140e-01
-9.963996e-02	-3.104920e-01
-9.961996e-02	-3.104920e-01
-9.959996e-02	-2.883140e-01
-9.957996e-02	-3.104920e-01
-9.955996e-02	-3.104920e-01
-9.953995e-02	-2.883140e-01
-9.951995e-02	-3.104920e-01
-9.949995e-02	-3.104920e-01
-9.947995e-02	-2.883140e-01
-9.945995e-02	-2.883140e-01
-9.943994e-02	-2.883140e-01
-9.941994e-02	-2.883140e-01
-9.939994e-02	-2.883140e-01
-9.937994e-02	-2.883140e-01
-9.935994e-02	-3.104920e-01
-9.933993e-02	-3.104920e-01
-9.931993e-02	-2.883140e-01
-9.929993e-02	-2.883140e-01
-9.927993e-02	-2.883140e-01
-9.925993e-02	-3.104920e-01
-9.923992e-02	-3.104920e-01
-9.921992e-02	-3.104920e-01
-9.919992e-02	-2.883140e-01
-9.917992e-02	-2.883140e-01
-9.915992e-02	-3.104920e-01
-9.913991e-02	-2.883140e-01
-9.911991e-02	-2.883140e-01
-9.909991e-02	-3.104920e-01
-9.907991e-02	-3.104920e-01
-9.905991e-02	-3.104920e-01
-9.903990e-02	-3.104920e-01
-9.901990e-02	-2.883140e-01
-9.899990e-02	-2.883140e-01
-9.897990e-02	-2.883140e-01
-9.895990e-02	-2.883140e-01
-9.893989e-02	-2.883140e-01
-9.891989e-02	-3.104920e-01
-9.889989e-02	-3.104920e-01
-9.887989e-02	-3.104920e-01
-9.885989e-02	-2.883140e-01
-9.883988e-02	-2.883140e-01
-9.881988e-02	-3.104920e-01
-9.879988e-02	-3.104920e-01
-9.877988e-02	-2.883140e-01
-9.875988e-02	-3.104920e-01
-9.873987e-02	-3.104920e-01
-9.871987e-02	-2.883140e-01
-9.869987e-02	-3.104920e-01
-9.867987e-02	-2.883140e-01
-9.865987e-02	-2.883140e-01
-9.863986e-02	-3.104920e-01
-9.861986e-02	-2.883140e-01
-9.859986e-02	-3.104920e-01
-9.857986e-02	-3.104920e-01
-9.855986e-02	-2.883140e-01
-9.853985e-02	-2.883140e-01
-9.851985e-02	-2.883140e-01
-9.849985e-02	-2.883140e-01
-9.847985e-02	-2.883140e-01
-9.845985e-02	-2.883140e-01
-9.843984e-02	-2.883140e-01
-9.841984e-02	-2.883140e-01
-9.839984e-02	-2.883140e-01
